id:ID,name,summary,type,domain_relevance,entity_chunk_id,relation_chunk_id,:LABEL
entity_3525,材料管理,管子车间生产过程中对材料的管理，包括材料选用、采办顺序和库存控制，是提高生产效率的重要环节。,管理流程,domain_specific,253,unknown,管理流程
entity_3526,生产进度编制方法,用于管子车间生产计划编制的方法，是生产管理的重要组成部分。,管理流程,domain_specific,253,1135,管理流程
entity_3527,管子集配,管子车间生产过程中对管子零件的集中配发和管理，是提高生产效率的重要手段。,管理流程,domain_specific,253,1135,管理流程
entity_3528,信息形式,用于管子车间生产管理的信息形式，包括各种管理图表和数据格式。,系统工具,domain_specific,253,1135,系统工具
entity_3529,管理图表,用于管子车间生产管理的图表工具，是生产计划和进度控制的重要手段。,系统工具,domain_specific,253,1135|1035,系统工具
entity_3530,管子零件设计,船舶管系中管子零件的设计，是管子制造和加工的重要依据。,设计规范,domain_specific,253,unknown,设计规范
entity_3531,管子制造,船舶管系制造过程，涉及管子零件的设计、加工、装配和管理，是造船生产的重要环节。,工艺流程,domain_specific,253,1140,工艺流程
entity_3532,制造级,表示制造过程中的一个阶段或层级，用于组织生产线和工艺流程，如涂装和托盘集配各为一个制造级。 | 按相似性划分的装配级别，用于组织生产，提高生产率和均衡作业线负荷。,工艺流程|工艺,domain_specific,254|255,1126|1128|1139|1140|1144|1146|1029|477|479|480,工艺流程
entity_3533,系统材料表,一种表格，用于按船舶功能系统或采购范围编制物资明细，指出何时、何地需要何种材料，用于支持管件族制造法。,设计文档,domain_specific,254,1141,设计文档
entity_3534,功能设计,产品导向型设计的第一阶段，用于确定管子零件的关键要素，如直径、材料、工作压力、系统试验要求和表面处理。,设计阶段,domain_specific,254,1141|1142,设计阶段
entity_3535,转换设计,将系统图纸转换为区域图纸的过程，用于分析设备安全、管子与船体结构位置、管路布置等，影响舾装成本和维修费用。,设计阶段,domain_specific,254,1142|1143,设计阶段
entity_3536,平行直管束,在转换设计中采用的管路布置方式，有助于提高管件制造和舾装单元安装的生产效率。,工艺特征,domain_specific,254,1143,工艺特征
entity_3537,单元组装,舾装的关键区域，按制造级和相似性成组安排计划，以提高生产率和均衡分道作业线的负荷。,工艺流程,domain_specific,254,1122|1124,工艺流程
entity_3538,系统,在产品导向型设计中，系统是描述船舶整体结构的单位，但其意义在托盘集配之后才变得明确。,设计要素,domain_specific,254,1121|1126|1136|1141|926|1027|976,设计要素
entity_3539,管件,船舶制造中的关键部件，需经过托盘集配和涂装，以支持区域舾装。,材料部件,domain_specific,254,28|1139|1140|337,材料部件
entity_3540,管路布置,在转换设计中，管路布置需考虑设备安全、管子与船体结构位置、管路等量分布、直线管路布置等。,工艺特征,domain_specific,254,850|860|1143|1585|804|1641,工艺特征
entity_3541,管压降,在转换设计中，管压降是影响管子总长度和材料成本的重要因素，需通过合理布置减少。,工艺特征,domain_specific,254,1143,工艺特征
entity_3542,管径,管子的直径，大于或等于15mm的管子需用示意图进行初步布置。,材料部件,domain_specific,254,1143,材料部件
entity_3543,直管,在转换设计中，尽可能采用直管以提高制造和安装效率。,材料部件,domain_specific,254,1142|1143,材料部件
entity_3544,弯头,用于连接直线管路的部件，通常为45°和90°弯头。,材料部件,domain_specific,254,1143,材料部件
entity_3545,阀门,用于控制管路流体的部件，应设在操作设备的一侧。,设备部件,domain_specific,254,1143,设备部件
entity_3546,支管,从主管延伸出的管路，应布置在机械设备的电源或水源一侧。,材料部件,domain_specific,254,1143,材料部件
entity_3547,辅机,辅助船舶运行的设备，直线管路应布置在其周围的走道下面。 | 辅助主机运行的设备，如发电机、压缩机、泵等，用于支持船舶的正常运行。,设备部件|设备,domain_specific,254|288,10|1143|1300|1302|329|333|715,设备部件
entity_3548,走道,船舶内部供人员通行的区域，直线管路布置在其下面。,结构部件,domain_specific,254,1143|1144,结构部件
entity_3549,平面图,转换设计中通常绘制的图纸，用于表达管路布置。,设计文档,domain_specific,254,1143,设计文档
entity_3550,剖面图,仅用于表达复杂管路布置的图纸，通常在转换设计中使用。,设计文档,domain_specific,254,1468|687,设计文档
entity_3551,总图,转换设计中提供的总图，用于控制施工设计（生产设计）的分配。,设计文档,domain_specific,254,1143,设计文档
entity_3552,施工设计,根据总图分配给多个设计人员进行的详细设计工作。,设计阶段,domain_specific,254,1122|1123|1143,设计阶段
entity_3553,制造标准,在单元组装中，按制造标准安排计划，以提高生产率。 | 船舶建造中遵循的技术规范和质量要求。,工艺特征|标准/机构,domain_specific,254|192,unknown,工艺特征
entity_3554,零件数量,在单元组装中，按零件数量安排计划，以提高生产率。,工艺特征,domain_specific,254,1144,工艺特征
entity_3555,体积,在单元组装中，按体积安排计划，以提高生产率。,工艺特征,domain_specific,254,1144|1436|1437|655|656|1174,工艺特征
entity_3556,质量,在单元组装中，按质量安排计划，以提高生产率。,工艺特征,domain_specific,254,1144|432|938|945|306|311|1019|1085|274|471|1155|1172|1174|951|508|510,工艺特征
entity_3557,装配工时,在单元组装中，按装配工时安排计划，以提高生产率。,工艺特征,domain_specific,254,1144,工艺特征
entity_3558,相似性,在单元组装中，按相似性成组安排计划，以提高生产率。,工艺特征,domain_specific,254,1144|1148|478|964,工艺特征
entity_3559,成组,在单元组装中，按相似性成组安排计划，以提高生产率。,工艺特征,domain_specific,254,1148|1647,工艺特征
entity_3560,均衡,在单元组装中，按相似性成组安排计划，以均衡分道作业线的负荷。,工艺特征,domain_specific,254,1023|290,工艺特征
entity_3561,制造相似性,在单元组装中，按制造相似性成组安排计划，以提高生产率。,工艺特征,domain_specific,254,unknown,工艺特征
entity_3562,制造负荷,在单元组装中，按相似性成组安排计划，以均衡分道作业线的负荷。,工艺特征,domain_specific,254,unknown,工艺特征
entity_3563,制造流程,船舶制造中的关键流程，涉及设计、材料选用、工艺安排、装配和检验等环节。,工艺流程,domain_specific,254,unknown,工艺流程
entity_3564,制造要求,在管件族制造法中，制造要求包括管件族、生产线和合理使用设备的工艺流程。,工艺特征,domain_specific,254,431,工艺特征
entity_3565,机械单元,包含所有相关零件的单元，如基座、管子、阀、支架、走道、扶梯及其他零件，是标准系列的一部分，适用于各种类型和大小的船舶。,部件,domain_specific,255,1126|1144|1145,部件
entity_3566,管子单元,仅包含管子与阀、支架、走道的组合，具有特殊性，因不同船主的船舶管路布置和细节而异。,部件,domain_specific,255,1126|1144|1145,部件
entity_3567,枪杆,属于单元的一种类型，可能用于船舶结构或舾装中。,部件,domain_specific,255,1126|1144|1204|352,部件
entity_3568,阶段,按分段状态划分的作业阶段，包括倒置安装、倒置焊接、翻身后安装和翻身后焊接。,工艺,domain_specific,255,1236|1238|1141|1145|1146|1147|408|413|1026|374|520,工艺
entity_3569,生活舱室,船舶结构的一部分，用于分类舾装件和任务包，按舾装件数量分为大量或少量。 | 船舶内部供船员和乘客居住的区域，作业类型包括少量、大量或技术要求高的相似作业。,部件|部件区域,domain_specific,255|256,1146|1148,部件
entity_3570,电气,船舶结构的一部分，用于分类舾装件和任务包，按舾装件数量分为大量或少量。 | 船舶中涉及电气系统安装和布线的区域，作业类型包括少量、大量或技术要求高的相似作业。,部件|部件区域,domain_specific,255|256,1146|1148|1308|1470|136|689,部件
entity_3571,抛丸预处理,船舶涂装前对钢材表面进行的机械处理，通过抛丸去除锈迹和杂质，提高涂层附着力。,工艺流程,domain_specific,256,1152,工艺流程
entity_3572,车间预涂底漆,在车间对钢材进行的底漆喷涂处理，用于增强涂层与基材的结合力，减少后续涂装工作量。,工艺流程,domain_specific,256,unknown,工艺流程
entity_3573,涂层配套系统,船舶涂装中使用的多层涂层体系，包含底漆、中间漆和面漆等，具有复涂间隔和保养周期等时间要求。,材料部件,domain_specific,256,1152,材料部件
entity_3574,环境湿度,影响船舶涂装作业进程的重要环境参数，对涂层质量和施工安全有直接影响。,环境因素,domain_specific,256,unknown,环境因素
entity_3575,涂装成本,船舶建造过程中涂装作业的费用，占总船价的 $8% sim 10%$，在先进造船厂中比例较低。,经济指标,domain_specific,256,1151,经济指标
entity_3576,涂装工程体系,船舶涂装从设计到建造全过程的组织体系，贯穿船舶建造全过程，与船体舾装密切相关。,系统结构,domain_specific,256,unknown,系统结构
entity_3577,分段合拢,船舶建造中将各分段组装成整体的过程，涂装作业通常在合拢前在敞开空间完成。,工艺流程,domain_specific,256,1149|1292|300,工艺流程
entity_3578,封闭舱室,船舶内部封闭空间，用于安装设备或进行特殊作业，涂装作业在此进行时需更多工时和吊运服务。,部件区域,domain_specific,256,1044,部件区域
entity_3579,舾装区域,船舶建造过程中用于舾装作业的区域，与船体建造中的合拢级区域相同，作为独立作业区域。,部件区域,domain_specific,256,1146|1149|335|336,部件区域
entity_3580,涂装合同设计,指在船舶建造合同设计阶段，充分考虑涂装技术要求，确保涂装作业的可行性与质量，是实现涂装与船体结构设计协调的重要环节。,工艺流程,domain_specific,257,1154,工艺流程
entity_3581,涂装生产设计,指在船舶建造过程中，根据涂装作业的具体要求进行的详细设计，包括涂装工艺、涂料配置、施工安排等，确保涂装质量与效率。,工艺流程,domain_specific,257,1154|1155|1158|505,工艺流程
entity_3582,舾装件涂装,指对船舶舾装件（如支架、基座、马脚等）进行涂装作业的工艺，通常在分段涂装阶段完成，以确保舾装件与船体连接部位的防腐性能。,工艺流程,domain_specific,257,339|1158,工艺流程
entity_3583,内场作业,指在船舶建造过程中，对舾装单元和舾装件进行涂装的作业，通常在单元舾装和舾装件制作的后期完成，属于区域涂装的一部分。,工艺流程,domain_specific,257,339|495|1158,工艺流程
entity_3584,灰尘,钢材在运输过程中附着的杂质，需在涂装前清除以确保涂装质量。,材料,domain_specific,257,657|360|362|1159|1186,材料
entity_3585,校平,对钢材进行表面平整处理的工艺，确保钢材表面符合涂装要求。,工艺流程,domain_specific,257,1474|693|1159|1162,工艺流程
entity_3586,防护漆,用于保护钢材表面免受腐蚀的涂料，通常在钢材预处理阶段喷涂。,材料,domain_specific,257,unknown,材料
entity_3587,磨料喷射,一种钢材表面清理工艺，通过磨料的高速喷射去除氧化皮、铁锈等表面污染物，能适应各种高性能涂料的要求。,工艺流程,domain_specific,258,1160,工艺流程
entity_3588,自动高压无气喷涂装置,用于车间底漆喷涂的设备，通常在钢材预处理流水线上完成喷涂工作。,设备,domain_specific,258,1160,设备
entity_3589,除锈标准,我国船舶标准化技术委员会制定的专业标准，对钢材除锈质量规定了三个等级，即一级、二级和三级，分别相当于美国标准的接近出白级、工业级和清扫级，以及瑞典标准的Sa2.5、Sa2和Sa1。,标准/机构,domain_specific,258,340|1161,标准
entity_3590,钢板校平,用于消除钢板在运输或堆积过程中产生的形变，通常采用七星辊或九星辊校平机完成。,工艺流程,domain_specific,258,unknown,工艺流程
entity_3591,七星辊校平机,用于钢板校平的设备，通常设置在钢板预处理工位之前，用于消除钢板形变。,设备,domain_specific,258,unknown,设备
entity_3592,九星辊校平机,用于钢板校平的设备，通常设置在钢板预处理工位之前，用于消除钢板形变。,设备,domain_specific,258,unknown,设备
entity_3593,链式点接触型辊道,一种特殊结构的辊道，用于在喷漆工序后托住经过预处理和涂有车间底漆的钢板，避免车间底漆受损。,设备,domain_specific,258,unknown,设备
entity_3594,八字形辊道,一种特殊结构的辊道，仅钢板的两边与辊道接触，完全避免车间底漆在干燥前受到破坏。,设备,domain_specific,258,unknown,设备
entity_3595,中频感应加热,一种预热设备，结构较简单，感应线圈安装在两个辊道之间，不占地位，能耗较小，但对除去钢板上的油污、垃圾的效果不佳。,设备,domain_specific,258,158|1164,设备
entity_3596,液化石油气加热,一种预热设备，用火焰直接加热钢板，可除去钢板上的水分、油污，但必须有充足的石油气供给。,设备,domain_specific,258,1164,设备
entity_3597,热水喷淋加热,一种预热设备，除去油污、垃圾的效果最好，但设备较复杂，需要蒸汽源、热水泵和热水蒸发的通风室。,设备,domain_specific,258,1164,设备
entity_3598,车间底漆干燥,车间底漆干燥快，不影响气割、焊接质量，无毒，能耐强溶剂，与船用漆有良好的配套性。,工艺流程,domain_specific,258,1164,工艺流程
entity_3599,抛丸,一种钢材预处理工艺，通过抛丸机将磨料以高速射向钢材表面，去除氧化皮和锈蚀，使表面呈现一定粗糙度以利于涂料粘附。,工艺流程,domain_specific,259,349|1166,工艺流程
entity_3600,抛丸处理,利用抛丸机的叶轮高速旋转产生离心力，将磨料射向钢材表面，以去除氧化皮和锈蚀，使钢材表面露出金属本色并呈现一定粗糙度。,工艺流程,domain_specific,259,1163|1165|1167|1168,工艺流程
entity_3601,抛丸预处理流水线,用于钢材预处理的流水线，分为钢板预处理流水线和型钢预处理流水线，两者工作原理一致，但型钢流水线因表面复杂，抛丸机安装角度和数量有所不同。,设备,domain_specific,259,1165,设备
entity_3602,抛丸室,抛丸处理的作业空间，安装有抛丸器、磨料循环装置、磨料清扫装置、通风除尘装置等。,设备,domain_specific,259,1166,设备
entity_3603,抛丸器,由叶轮、护罩、定向套、分丸轮、轴承座及电动机等组成，通过高速旋转产生离心力，将磨料以60~80m/s的速度抛出，打击钢板表面以去除氧化皮和锈蚀。,设备,domain_specific,259,1166|1167,设备
entity_3604,磨料循环系统,用于输送磨料的系统，包括机械输送（螺旋输送机加斗式提升机）和气动输送两种方式，机械输送因能耗低而被广泛采用。,设备,domain_specific,259,1166|1167,设备
entity_3605,磨料清扫装置,用于清除抛丸处理后钢材表面积聚的磨料，由刮板或滚刷刮除大部分积料，后部分用压缩空气喷吹或真空吸尘装置清除残余磨料及尘埃。,设备,domain_specific,259,1166|1167,设备
entity_3606,自动喷枪,用于喷漆的装置，通过链条传动或汽缸传动控制移动，喷枪与钢板距离通常为300mm左右，上下喷枪运行方向相反。,设备,domain_specific,259,1169,设备
entity_3607,吊梁,用于吊运分段（总段）的设备，通过吊索相互平行在舱壁分段上不产生水平分力，避免分段在刚性较弱的方向上丧失稳性。,设备工具,domain_specific,140,unknown,设备工具
entity_3608,卸扣,用于连接吊索和吊环的工具，确保吊装过程中的连接牢固和操作安全。,设备工具,domain_specific,140,253,设备工具
entity_3609,空中翻身,分段（总段）翻身的一种方式，适用于重量在一台吊车许可负荷范围内的分段，通过吊车在空中完成翻身操作。,工艺流程,domain_specific,140,254,工艺流程
entity_3610,落地滚翻,分段（总段）翻身的一种方式，适用于重量超过一台吊车许可负荷但可在两台吊车联吊范围内的分段，需设置滚翻装置。,工艺流程,domain_specific,140,254,工艺流程
entity_3611,滚翻装置,用于落地滚翻作业的辅助设备，确保分段（总段）在翻身过程中稳定、安全。,设备工具,domain_specific,140,254,设备工具
entity_3612,纵翻,分段（总段）翻身的一种方式，按分段朝尺度小的方向进行，适用于只作横向划分的分段。,工艺流程,domain_specific,140,254,工艺流程
entity_3613,横翻,分段（总段）翻身的一种方式，按分段朝尺度小的方向进行，适用于作纵向划分的分段。,工艺流程,domain_specific,140,254,工艺流程
entity_3614,吊环规格,吊环的尺寸和类型，根据分段（总段）的结构形式和吊运要求确定，包括A型、B型、C型等标准类型。,设备工具,domain_specific,140,254|255,设备工具
entity_3615,吊环安装位置,吊环应安装在分段（总段）的纵、横骨架交叉处或刚性构件上，以保证吊运平稳和受力均衡。,工艺流程,domain_specific,140,254,工艺流程
entity_3616,吊环剪切强度,吊环强度校核的关键指标，通过剪切强度公式校核，确保吊环在吊装过程中不会发生剪切破坏。,工艺流程,domain_specific,140,257,工艺流程
entity_3617,吊环允许负荷,吊环允许承受的最大负荷，根据分段（总段）总重量、不均匀受力系数和同时受力吊环数计算。,工艺流程,domain_specific,140,257,工艺流程
entity_3618,A型吊环,设计载荷为10t~50t，适用于所有船体分段的吊环类型。 | 设计载荷为10t~50t，适用于所有船体分段，其结构和尺寸如图4-59和表4-5所示。,设备工具|材料部件,domain_specific,140|141,259,设备工具
entity_3619,B型吊环,设计载荷为10t~50t，适用于甲板分段、机舱分段、首部分段的吊环类型。 | 设计载荷为10t~50t，适用于甲板分段、机舱分段、首部分段，其结构和尺寸如图4-60和表4-6所示。,设备工具|材料部件,domain_specific,140|141,260,设备工具
entity_3620,C型吊环,设计载荷为10t~30t，适用于上层建筑分段、机舱分段及槽形舱壁分段，其结构和尺寸如图4-61和表4-7所示。,材料部件,domain_specific,141,261|263,材料部件
entity_3621,Q235-A,吊环常用材料，具有良好的焊接性能，适用于一般吊环结构。 | 一种常用的碳素结构钢，用于吊环的材料选择，具有良好的焊接性能。,材料,domain_specific,141|142,261,材料
entity_3622,可焊接的普通低合金钢,吊环可选用的替代材料，适用于特殊吊环结构，具体选择依据母材及工艺要求。,材料,domain_specific,141,261,材料
entity_3623,设计载荷,吊环设计时所承受的最大载荷，用于确定吊环类型和结构尺寸，单位为吨（t）。,工艺参数,domain_specific,141,255|258|259|260|261,工艺参数
entity_3624,开焊接坡口,在吊环结构中，标有△符号的焊接坡口，表示需要开焊处理，以确保焊接质量。,工艺,domain_specific,141,260,工艺
entity_3625,普通低合金钢,一种可焊接的钢材，用于吊环的材料选择，具有较高的强度和韧性。,材料,domain_specific,142,unknown,材料
entity_3626,光电切割,一种加工吊环的工艺方法，用于吊环的加工，确保外形光顺。,工艺流程,domain_specific,142,261,工艺流程
entity_3627,焊脚高度,焊接时焊缝的高度参数，通用吊环焊脚高度为吊环板厚的0.7倍，或与母材板厚的0.8倍。,工艺参数,domain_specific,142,262,工艺参数
entity_3628,坡口焊,一种焊接工艺，用于吊环与母材连接的角焊缝，坡口焊平后再加大6~8mm的焊脚。,工艺流程,domain_specific,142,262,工艺流程
entity_3629,包角焊,一种焊接工艺，用于吊环眼板、肘板的端头，其焊脚高度为其他部位的1.2倍。,工艺流程,domain_specific,142,262,工艺流程
entity_3630,连续焊,一种焊接工艺，所有吊环的焊接都必须连续焊，确保结构强度。 | 焊接过程中连续进行的焊接方式，热输入大，变形相对较大。 | 肋骨与外板之间的连续焊接方式，结构强度更高，但更换时需同时割除肋骨和外板。,工艺流程,domain_specific,142|153|292,1325|262,工艺流程
entity_3631,结构变形,吊装过程中可能产生的结构变形，对上层建筑影响较大，需严格控制。,工艺参数,domain_specific,142,unknown,工艺参数
entity_3632,弹性变形,结构在外力消失后自动恢复初始形状的变形，对普通分段吊装影响较小。,结构特性,domain_specific,142,425|1049|264,结构特性
entity_3633,吊点,吊装时用于支撑结构的点，需合理布置以控制结构变形。,结构部件,domain_specific,142,264,结构部件
entity_3634,管路,船舶上层建筑中的重要组成部分，吊装变形可能导致管道漏水。,结构部件,domain_specific,142,854|859|885|1118|1126|264|715|1635|1640,结构部件
entity_3635,窗户,船舶上层建筑中的重要组成部分，吊装变形可能导致窗户渗水。,结构部件,domain_specific,142,264,结构部件
entity_3636,壁板,船舶上层建筑中的结构部件，吊装变形可能对其造成影响。,结构部件,domain_specific,142,264,结构部件
entity_3637,天棚,船舶上层建筑中的结构部件，吊装变形可能对其造成影响。,结构部件,domain_specific,142,264,结构部件
entity_3638,绝缘材料,船舶上层建筑中的材料，吊装变形可能对其造成影响。,材料,domain_specific,142,337|346|264,材料
entity_3639,吊装变形衡准,船舶上层建筑整体吊装的变形控制标准，需严格计算和合理布置吊点。,工艺参数,domain_specific,142,unknown,工艺参数
entity_3640,负压试验,适应分段预舾装要求的密性试验方法，近年来被广泛应用。,检验方法,domain_specific,142,265,检验方法
entity_3641,超声波,用于密性试验的无损探伤方法，近年来被广泛应用。 | 用于无损检测的现代技术，检验员可通过钻孔或其他认可方法确定材料厚度。,检验方法|检测技术,domain_specific,142|11,1317|1375|1449|1452|594|265|668|671,检验方法
entity_3642,X光射线,用于密性试验的无损探伤方法，近年来被广泛应用。,检验方法,domain_specific,142,265,检验方法
entity_3643,油雾试验,密性试验常用方法之一，用于检查外板、舱壁等处焊缝有无渗漏现象。 | 利用煤油和压缩空气生成油雾检测焊缝渗漏的试验方法，喷嘴距焊缝50~100mm，喷嘴移动速度为5~10m/min。,检验方法,domain_specific,142|144,272|273,检验方法
entity_3644,水密焊缝,水密焊缝是指在船舶建造中用于确保舱室水密性的焊缝，其密封性需通过密性试验进行验证。在密性试验前，不得对水密焊缝进行涂刷油漆或敷设绝缘材料，以确保试验结果的准确性。 | 指船舶中要求具有水密性能的焊缝，需在密性试验前避免涂装，以确保其密封性。,材料部件,domain_specific,143|144,270,材料部件
entity_3645,起泡剂,起泡剂（肥皂液）是气压试验中用于检测焊缝渗漏的辅助材料，通过在焊缝另一面涂刷起泡剂，观察是否有气泡产生以判断是否存在渗漏。起泡剂需在试验时使用，且在低温环境下需加热或使用不冻溶液。 | 用于密性试验中检测焊缝渗漏的化学试剂，通常为肥皂液，需具有适当浓度。,设备材料|材料部件,domain_specific,143|144,267|268|271|272,设备材料
entity_3646,白粉,白粉是煤油试验中用于检测焊缝密封性的辅助材料，涂在焊缝一侧，另一侧涂煤油后观察是否有油渍渗出。白粉需在试验前涂刷并干燥，试验后需清除。,材料,domain_specific,143,268|269,材料
entity_3647,肥皂液,肥皂液是气压试验中用于检测焊缝渗漏的起泡剂，涂在焊缝另一面，观察是否有气泡产生以判断是否存在渗漏。肥皂液在低温环境下需加热或使用不冻溶液。 | 用于密性试验中检测焊缝渗漏的起泡剂，需具有适当的表面张力系数。,设备材料|材料部件,domain_specific,143|144,268|271|272,设备材料
entity_3648,分段建造工艺,分段建造工艺是船舶建造中的一种工艺方法，将船体分为多个分段进行建造，最后在船台上或船坞内进行合拢。该工艺在密性试验前需对水密焊缝进行特殊处理，如留出或覆盖，以确保试验的准确性。 | 船舶建造中的一种工艺，将船体分为若干分段进行制造和装配，再在船台进行大合拢。,工艺流程,domain_specific,143|144,270,工艺流程
entity_3649,水密构件,水密构件是指船舶中用于确保水密性的结构部件，如水密门和窗、舱盖、舷侧板、甲板、轴隧、舱壁、甲板室顶的露天部分和外围壁等。这些构件需通过密性试验进行验证。 | 水密构件是船舶中用于确保水密性的结构部件，如水密门和窗、舱盖、舷侧板等，需通过密性试验进行验证。,材料部件,domain_specific,143,759|267,材料部件
entity_3650,试验压力,试验压力是密性试验中施加在试验舱上的压力值，用于检测焊缝的密封性。气压试验的试验压力为1.5×10⁴~5×10⁴ Pa，需保持1小时以上，且气压下降需小于试验压力。,参数,domain_specific,143,1130|267,参数
entity_3651,安全阀,安全阀是气压试验中用于防止试验压力过高而发生舱室破损事故的安全装置，安装在试验构件上，确保试验过程的安全性。,设备,domain_specific,143,267,设备
entity_3652,压力表,压力表是气压试验中用于监测试验压力的设备，安装在试验构件上，确保试验压力符合规范要求。,设备,domain_specific,143,267,设备
entity_3653,照明,照明是船舶建造过程中用于确保作业安全和质量的设备，影响水压试验的进行，试验通常在船台上或船坞内作业，需注意照明条件。 | 密性试验中的辅助设施，影响试验的进行。 | 船舶修理过程中必须确保的照明条件，无照明处需使用手电筒，以防踏空坠落。,设备|设施设备|设备工具,domain_specific,143|144|289,1307|266|270,设备
entity_3654,附加墩木,附加墩木是水压试验中用于支撑船体的临时结构，以确保试验过程的安全和稳定。,设备,domain_specific,143,266,设备
entity_3655,临时支撑,临时支撑是水压试验中用于支撑船体的辅助结构，以确保试验过程的安全和稳定。 | 用于保证分（总）段在船舶总装时的位置和型线的支承装置，通常由废旧钢管或型钢制成。,设备,domain_specific,143|147,236|266|285|286|450|198,设备
entity_3656,锈蚀,锈蚀是金属材料在潮湿环境下发生的腐蚀现象，密性试验结束后排水不彻底可能导致焊缝锈蚀。 | 船体表面因氧化而产生的腐蚀现象，需在勘验时测量其深度。,材料特性|材料部件,domain_specific,143|290,881|1300|1311|1312|1315|1316|1045|135|1166|1176|1177|1190|506,材料特性
entity_3657,自动焊焊缝,自动焊焊缝是船舶建造中通过自动焊接工艺形成的焊缝，其密封性在密性试验前可例外处理，即无需留出或覆盖。,材料部件,domain_specific,143,unknown,材料部件
entity_3658,胶纸,胶纸是密性试验前用于覆盖水密焊缝的临时材料，以确保试验的准确性。,材料,domain_specific,143,unknown,材料
entity_3659,水密门和窗,水密门和窗是船舶中用于确保水密性的结构部件，需通过密性试验进行验证。,材料部件,domain_specific,143,unknown,材料部件
entity_3660,舱盖,舱盖是船舶中用于封闭舱室的结构部件，需通过密性试验进行验证。,材料部件,domain_specific,143,759|771|265,材料部件
entity_3661,舷侧板,舷侧板是船舶结构中的纵向板，用于支撑船体并确保水密性，需通过密性试验进行验证。 | 船舶侧面的板结构，通常采用油雾试验进行密性检测。 | 船舶侧面的板状结构，用于支撑船体并承受水压，修理时应按自上而下的顺序进行。,材料部件,domain_specific,143|144|289,759|1308|265|274,材料部件
entity_3662,甲板室顶,甲板室顶是船舶中用于覆盖甲板室的结构部件，需通过密性试验进行验证。,材料部件,domain_specific,143,unknown,材料部件
entity_3663,外围壁,外围壁是船舶中用于围护结构的部件，需通过密性试验进行验证。,材料部件,domain_specific,143,unknown,材料部件
entity_3664,密性,密性是船舶结构中确保舱室不漏水的特性，需通过密性试验进行验证。,材料特性,domain_specific,143,269|355,材料特性
entity_3665,密封性,密封性是船舶结构中确保舱室不漏水的特性，需通过密性试验进行验证。,材料特性,domain_specific,143,910|1691|265,材料特性
entity_3666,密封试验,密封试验是船舶建造中用于检测水密焊缝密封性的试验方法，包括水压试验、冲水试验、气压试验和煤油试验等多种形式。,工艺流程,domain_specific,143,unknown,工艺流程
entity_3667,试验介质,试验介质是密性试验中用于检测焊缝密封性的液体或气体，如水、压缩空气等。,材料,domain_specific,143,265,材料
entity_3668,试验时间,试验时间是密性试验中进行渗漏检查的时间，如水压试验需保持水位稳定10分钟，气压试验需保持1小时以上。,参数,domain_specific,143,268,参数
entity_3669,试验条件,试验条件是密性试验中需满足的技术要求，如水压试验需满足规范要求，气压试验需安装压力表和安全阀。,参数,domain_specific,143,unknown,参数
entity_3670,试验方法,试验方法是密性试验中用于检测焊缝密封性的方法，包括水压试验、冲水试验、气压试验和煤油试验等多种形式。,工艺流程,domain_specific,143,1259|269,工艺流程
entity_3671,试验结果,试验结果是密性试验中对焊缝密封性的判断，如水压试验需水面无下降且无漏水现象，气压试验需气压下降小于试验压力且无气泡。,参数,domain_specific,143,1398|617|267,参数
entity_3672,试验合格,试验合格是密性试验中对焊缝密封性的判断，如水压试验需水面无下降且无漏水现象，气压试验需气压下降小于试验压力且无气泡。,参数,domain_specific,143,unknown,参数
entity_3673,试验失败,试验失败是密性试验中对焊缝密封性的判断，如水压试验需水面下降或漏水，气压试验需气压下降超过试验压力或有气泡。,参数,domain_specific,143,unknown,参数
entity_3674,试验过程,试验过程是密性试验中进行检测的步骤，包括试验准备、施加压力、观察渗漏、记录数据等。,工艺流程,domain_specific,143,unknown,工艺流程
entity_3675,试验设备,试验设备是密性试验中使用的工具和装置，如压力表、安全阀、起泡剂、肥皂液等。,设备,domain_specific,143,unknown,设备
entity_3676,试验环境,试验环境是密性试验中进行检测的外部条件，如温度、湿度、照明、脚手架等。,参数,domain_specific,143,unknown,参数
entity_3677,试验人员,试验人员是进行密性试验的工作人员，负责操作试验设备、记录试验数据等。,人员,general,143,unknown,人员
entity_3678,试验记录,试验记录是密性试验中对试验过程和结果的记录，用于后续分析和存档。,参数,domain_specific,143,unknown,参数
entity_3679,试验报告,试验报告是密性试验中对试验过程和结果的总结，用于评估焊缝密封性。,参数,domain_specific,143,unknown,参数
entity_3680,试验标准,试验标准是密性试验中需遵循的技术规范，如各国船级社的标准。,标准/机构,domain_specific,143,unknown,标准
entity_3681,试验规范,试验规范是密性试验中需遵循的技术要求，如水压试验、冲水试验、气压试验和煤油试验的具体操作规范。,标准/机构,domain_specific,143,unknown,标准
entity_3682,试验要求,试验要求是密性试验中需满足的技术条件，如试验介质温度、试验压力、试验时间等。,参数,domain_specific,143,unknown,参数
entity_3683,试验操作,试验操作是密性试验中进行检测的具体步骤，包括试验准备、施加压力、观察渗漏、记录数据等。,工艺流程,domain_specific,143,unknown,工艺流程
entity_3684,试验检查,试验检查是密性试验中对焊缝密封性的检测步骤，包括观察渗漏、记录数据等。,工艺流程,domain_specific,143,unknown,工艺流程
